"날짜","종가","시가","고가","저가","거래량","변동 %"
"2025- 09- 18","353,000","338,500","357,000","336,500","4.14M","5.85%"
"2025- 09- 17","333,500","341,000","342,500","333,500","4.35M","-4.17%"
"2025- 09- 16","348,000","331,500","354,000","331,500","5.71M","5.14%"
"2025- 09- 15","331,000","339,500","341,500","325,000","4.18M","0.76%"
"2025- 09- 12","328,500","322,000","329,500","319,000","4.20M","7.00%"
"2025- 09- 11","307,000","310,000","315,000","305,500","4.87M","0.99%"
"2025- 09- 10","304,000","294,500","305,000","293,000","5.26M","5.56%"
"2025- 09- 09","288,000","278,000","288,500","277,000","3.98M","3.97%"
"2025- 09- 08","277,000","278,500","279,000","274,000","2.02M","1.28%"
"2025- 09- 05","273,500","273,000","275,000","272,000","3.04M","3.01%"
"2025- 09- 04","265,500","267,000","271,000","264,500","2.19M","1.14%"
"2025- 09- 03","262,500","259,500","265,500","257,750","2.42M","0.77%"
"2025- 09- 02","260,500","256,000","261,500","256,000","1.58M","1.76%"
"2025- 09- 01","256,000","259,500","261,000","255,000","1.78M","-4.83%"
"2025- 08- 29","269,000","268,000","270,000","266,000","1.80M","0.19%"
"2025- 08- 28","268,500","254,000","268,500","253,000","2.92M","3.27%"
"2025- 08- 27","260,000","259,000","261,000","256,000","2.56M","-0.57%"
"2025- 08- 26","261,500","259,500","262,500","257,000","2.00M","0.77%"
"2025- 08- 25","259,500","256,000","261,500","254,000","2.75M","3.39%"
"2025- 08- 22","251,000","245,500","252,500","245,500","3.06M","2.45%"
"2025- 08- 21","245,000","246,500","251,000","245,000","5.93M","-4.11%"
"2025- 08- 20","255,500","254,500","257,000","251,000","3.41M","-2.85%"
"2025- 08- 19","263,000","268,500","270,000","261,500","1.69M","-1.68%"
"2025- 08- 18","267,500","272,000","272,000","267,000","1.93M","-3.25%"
"2025- 08- 14","276,500","277,500","277,500","270,500","2.08M","-0.54%"
"2025- 08- 13","278,000","278,000","279,000","274,000","3.46M","3.35%"
"2025- 08- 12","269,000","268,000","276,000","267,500","2.99M","0.75%"
"2025- 08- 11","267,000","260,500","267,500","260,000","2.27M","4.09%"
"2025- 08- 08","256,500","262,000","266,000","255,500","2.63M","-2.10%"
"2025- 08- 07","262,000","258,000","263,000","250,000","2.71M","1.35%"
"2025- 08- 06","258,500","260,500","260,500","257,500","1.37M","-1.90%"
"2025- 08- 05","263,500","264,000","264,500","260,500","2.11M","2.13%"
"2025- 08- 04","258,000","254,500","260,000","254,000","2.28M","0.00%"
"2025- 08- 01","258,000","266,000","267,000","257,000","3.18M","-5.67%"
"2025- 07- 31","273,500","271,000","274,000","265,500","3.47M","3.80%"
"2025- 07- 30","263,500","263,000","266,000","260,500","2.48M","0.38%"
"2025- 07- 29","262,500","254,500","265,000","254,500","2.89M","0.19%"
"2025- 07- 28","262,000","261,000","265,500","258,500","2.88M","-1.50%"
"2025- 07- 25","266,000","273,000","275,000","265,500","2.17M","-1.30%"
"2025- 07- 24","269,500","277,000","279,000","269,000","3.64M","0.19%"
"2025- 07- 23","269,000","267,500","271,000","264,500","3.08M","0.19%"
"2025- 07- 22","268,500","273,000","273,500","267,000","2.98M","-1.47%"
"2025- 07- 21","272,500","267,500","274,500","266,500","2.42M","1.30%"
"2025- 07- 18","269,000","270,000","275,000","267,000","5.25M","-0.19%"
"2025- 07- 17","269,500","283,500","289,500","268,000","9.27M","-8.95%"
"2025- 07- 16","296,000","298,500","299,500","292,500","2.81M","-0.84%"
"2025- 07- 15","298,500","296,000","298,500","290,000","4.02M","-0.50%"
"2025- 07- 14","300,000","292,500","302,500","292,500","2.94M","1.87%"
"2025- 07- 11","294,500","299,500","306,500","292,000","3.59M","-0.84%"
"2025- 07- 10","297,000","284,000","297,000","283,500","4.45M","5.69%"
"2025- 07- 09","281,000","282,500","284,000","277,500","2.41M","-0.35%"
"2025- 07- 08","282,000","271,000","285,000","268,500","3.11M","4.06%"
"2025- 07- 07","271,000","266,000","272,000","264,500","2.52M","0.18%"
"2025- 07- 04","270,500","279,500","281,500","269,000","3.64M","-2.87%"
"2025- 07- 03","278,500","281,000","284,000","277,000","3.54M","-0.18%"
"2025- 07- 02","279,000","283,500","283,500","274,500","4.42M","-2.28%"
"2025- 07- 01","285,500","291,000","294,500","285,500","3.55M","-2.23%"
"2025- 06- 30","292,000","288,500","294,500","286,000","4.17M","2.82%"
"2025- 06- 27","284,000","288,000","294,500","281,000","4.99M","-3.07%"
"2025- 06- 26","293,000","294,500","298,500","287,000","5.41M","2.45%"
"2025- 06- 25","286,000","289,000","291,500","284,000","5.16M","2.69%"
"2025- 06- 24","278,500","270,000","283,000","269,500","5.30M","7.32%"
"2025- 06- 23","259,500","252,500","263,000","248,500","3.32M","0.97%"
"2025- 06- 20","257,000","249,000","257,000","247,500","3.55M","4.47%"
"2025- 06- 19","246,000","247,000","250,000","242,000","2.25M","-0.20%"
"2025- 06- 18","246,500","245,500","252,000","245,000","3.65M","-1.00%"
"2025- 06- 17","249,000","253,000","260,000","248,000","4.96M","0.40%"
"2025- 06- 16","248,000","238,000","248,500","238,000","3.71M","5.31%"
"2025- 06- 13","235,500","240,500","243,000","233,750","3.99M","0.00%"
"2025- 06- 12","235,500","242,500","246,500","235,000","4.96M","-1.88%"
"2025- 06- 11","240,000","236,000","241,000","235,000","4.11M","4.12%"
"2025- 06- 10","230,500","231,000","232,500","227,500","3.22M","0.66%"
"2025- 06- 09","229,000","233,000","233,500","228,000","3.01M","2.00%"
"2025- 06- 05","224,500","225,500","230,000","222,000","4.79M","3.22%"
"2025- 06- 04","217,500","218,000","223,000","216,500","5.00M","4.82%"
"2025- 06- 02","207,500","205,000","208,500","203,000","1.71M","1.47%"
"2025- 05- 30","204,500","210,000","210,000","203,000","4.07M","-3.54%"
"2025- 05- 29","212,000","214,500","214,500","207,500","3.79M","1.92%"
"2025- 05- 28","208,000","206,500","209,500","206,000","2.95M","2.72%"
"2025- 05- 27","202,500","200,500","203,500","200,000","1.42M","-0.25%"
"2025- 05- 26","203,000","200,000","203,500","196,900","1.46M","1.50%"
"2025- 05- 23","200,000","199,900","201,500","198,700","1.43M","1.57%"
"2025- 05- 22","196,900","199,900","201,500","196,500","1.99M","-1.80%"
"2025- 05- 21","200,500","204,500","205,000","199,900","1.70M","-0.74%"
"2025- 05- 20","202,000","202,500","208,000","201,500","2.70M","1.30%"
"2025- 05- 19","199,400","203,000","203,000","197,500","2.44M","-2.49%"
"2025- 05- 16","204,500","206,000","206,750","203,500","2.32M","2.00%"
"2025- 05- 15","200,500","207,500","208,000","199,500","3.15M","-2.67%"
"2025- 05- 14","206,000","207,000","207,000","204,000","3.03M","3.78%"
"2025- 05- 13","198,500","200,500","201,500","197,300","3.14M","1.79%"
"2025- 05- 12","195,000","193,600","195,200","193,500","1.59M","2.58%"
"2025- 05- 09","190,100","192,000","192,800","186,800","2.25M","-0.11%"
"2025- 05- 08","190,300","196,000","196,000","189,400","5.02M","-0.26%"
"2025- 05- 07","190,800","187,700","191,500","185,900","3.82M","2.58%"
"2025- 05- 02","186,000","179,400","186,200","178,400","3.89M","4.79%"
"2025- 04- 30","177,500","179,100","180,000","176,700","2.34M","-1.83%"
"2025- 04- 29","180,800","182,000","182,900","179,100","1.85M","-0.66%"
"2025- 04- 28","182,000","183,500","183,900","179,700","2.46M","-1.30%"
"2025- 04- 25","184,400","182,500","184,900","182,100","3.42M","3.42%"
"2025- 04- 24","178,300","182,800","183,400","177,600","3.15M","-1.49%"
"2025- 04- 23","181,000","179,100","181,600","178,100","3.75M","4.14%"
"2025- 04- 22","173,800","175,000","175,500","173,300","2.00M","-1.59%"
"2025- 04- 21","176,600","174,800","180,000","174,500","1.82M","0.91%"
"2025- 04- 18","175,000","174,000","175,500","172,800","1.31M","0.00%"
"2025- 04- 17","175,000","172,100","175,400","171,800","2.99M","0.57%"
"2025- 04- 16","174,000","176,500","177,500","173,500","2.93M","-3.65%"
"2025- 04- 15","180,600","180,200","182,400","179,700","1.90M","0.22%"
"2025- 04- 14","180,200","182,900","184,400","178,000","3.45M","-0.33%"
"2025- 04- 11","180,800","177,800","181,800","176,100","3.21M","-1.31%"
"2025- 04- 10","183,200","189,700","189,900","180,000","7.83M","11.03%"
"2025- 04- 09","165,000","170,000","170,000","162,700","5.91M","-2.65%"
"2025- 04- 08","169,500","172,000","173,100","168,200","4.95M","2.85%"
"2025- 04- 07","164,800","168,000","172,800","164,800","7.86M","-9.55%"
"2025- 04- 04","182,200","187,900","189,600","178,400","9.18M","-6.37%"
"2025- 04- 03","194,600","189,600","194,600","188,200","4.16M","-1.67%"
"2025- 04- 02","197,900","198,800","201,500","197,300","2.73M","0.46%"
"2025- 04- 01","197,000","193,600","198,500","192,000","2.28M","3.30%"
"2025- 03- 31","190,700","193,500","195,500","190,500","3.93M","-4.32%"
"2025- 03- 28","199,300","203,000","204,500","198,900","2.66M","-3.72%"
"2025- 03- 27","207,000","208,000","212,000","206,500","2.26M","-3.27%"
"2025- 03- 26","214,000","209,000","215,500","208,500","1.95M","2.88%"
"2025- 03- 25","208,000","214,500","215,500","208,000","2.11M","-1.65%"
"2025- 03- 24","211,500","211,500","214,500","209,500","1.61M","-1.86%"
"2025- 03- 21","215,500","213,500","219,500","212,000","5.65M","2.62%"
"2025- 03- 20","210,000","207,000","211,000","205,500","2.76M","2.19%"
"2025- 03- 19","205,500","202,000","209,500","201,000","3.08M","1.23%"
"2025- 03- 18","203,000","208,500","209,000","201,000","2.68M","-1.46%"
"2025- 03- 17","206,000","207,000","209,500","203,500","2.56M","0.73%"
"2025- 03- 14","204,500","198,500","206,000","198,500","3.39M","2.40%"
"2025- 03- 13","199,700","202,500","204,500","195,500","3.86M","0.40%"
"2025- 03- 12","198,900","192,400","199,350","189,700","4.04M","5.91%"
"2025- 03- 11","187,800","182,100","189,000","181,300","3.49M","-0.05%"
"2025- 03- 10","187,900","187,500","191,500","187,300","2.41M","-2.34%"
"2025- 03- 07","192,400","191,000","192,800","187,900","2.61M","0.00%"
"2025- 03- 06","192,400","193,500","194,000","190,300","2.53M","-0.36%"
"2025- 03- 05","193,100","188,200","194,400","186,600","4.02M","3.76%"
"2025- 03- 04","186,100","184,800","187,500","184,000","5.20M","-2.16%"
"2025- 02- 28","190,200","191,600","193,000","188,700","5.37M","-4.52%"
"2025- 02- 27","199,200","204,500","205,000","198,100","3.78M","-1.87%"
"2025- 02- 26","203,000","199,000","206,000","198,600","3.77M","1.25%"
"2025- 02- 25","200,500","199,800","202,000","199,200","3.44M","-2.20%"
"2025- 02- 24","205,000","202,500","205,000","201,000","3.06M","-2.15%"
"2025- 02- 21","209,500","209,500","211,000","205,500","2.57M","-1.18%"
"2025- 02- 20","212,000","217,000","218,500","211,000","3.07M","-2.97%"
"2025- 02- 19","218,500","216,000","219,500","214,000","3.43M","4.05%"
"2025- 02- 18","210,000","212,000","215,000","207,000","1.92M","-0.94%"
"2025- 02- 17","212,000","211,500","216,000","211,000","2.49M","0.95%"
"2025- 02- 14","210,000","209,000","212,000","206,500","2.59M","0.72%"
"2025- 02- 13","208,500","198,800","208,500","198,100","3.53M","4.83%"
"2025- 02- 12","198,900","196,500","199,900","196,000","2.87M","-0.40%"
"2025- 02- 11","199,700","201,000","201,500","198,000","2.46M","0.81%"
"2025- 02- 10","198,100","197,800","203,000","197,000","2.75M","-2.41%"
"2025- 02- 07","203,000","205,000","206,000","200,500","2.17M","-0.25%"
"2025- 02- 06","203,500","202,000","205,000","200,500","4.01M","2.36%"
"2025- 02- 05","198,800","191,900","199,400","191,900","4.03M","4.03%"
"2025- 02- 04","191,100","192,900","194,300","190,100","5.69M","0.10%"
"2025- 02- 03","190,900","191,500","193,200","186,900","7.67M","-4.17%"
"2025- 01- 31","199,200","197,000","204,500","194,800","11.76M","-9.86%"
"2025- 01- 24","221,000","220,500","227,000","217,500","3.61M","0.68%"
"2025- 01- 23","219,500","221,000","225,500","215,000","5.97M","-2.66%"
"2025- 01- 22","225,500","221,500","227,000","217,000","5.63M","3.44%"
"2025- 01- 21","218,000","216,500","220,000","214,000","3.06M","2.83%"
"2025- 01- 20","212,000","219,000","219,000","210,500","2.96M","-1.17%"
"2025- 01- 17","214,500","209,500","217,500","209,000","5.01M","2.14%"
"2025- 01- 16","210,000","208,500","210,000","206,500","5.33M","5.95%"
"2025- 01- 15","198,200","198,000","201,000","197,700","3.52M","1.64%"
"2025- 01- 14","195,000","194,300","197,900","193,600","2.74M","0.36%"
"2025- 01- 13","194,300","203,000","203,000","193,900","4.65M","-4.52%"
"2025- 01- 10","203,500","208,000","212,500","202,500","5.95M","-0.73%"
"2025- 01- 09","205,000","201,000","206,000","199,800","6.66M","5.29%"
"2025- 01- 08","194,700","193,100","198,100","191,000","4.23M","-0.15%"
"2025- 01- 07","195,000","205,000","206,500","194,800","6.02M","-2.40%"
"2025- 01- 06","199,800","184,400","199,800","184,400","7.26M","9.84%"
"2025- 01- 03","181,900","174,500","182,700","173,100","4.22M","6.25%"
"2025- 01- 02","171,200","170,500","172,200","170,000","2.08M","-1.55%"
"2024- 12- 30","173,900","174,000","175,800","172,400","1.41M","-0.34%"
"2024- 12- 27","174,500","170,100","176,000","170,000","2.63M","2.59%"
"2024- 12- 26","170,100","170,000","172,000","169,400","2.00M","0.95%"
"2024- 12- 24","168,500","171,700","171,900","168,300","1.82M","-0.65%"
"2024- 12- 23","169,600","170,000","173,300","169,600","3.07M","0.65%"
"2024- 12- 20","168,500","174,100","174,800","167,100","4.40M","-3.71%"
"2024- 12- 19","175,000","173,900","176,800","173,000","4.74M","-4.63%"
"2024- 12- 18","183,500","183,400","183,900","181,600","2.35M","-0.27%"
"2024- 12- 17","184,000","183,000","184,500","182,100","3.12M","2.62%"
"2024- 12- 16","179,300","177,400","180,400","177,300","3.25M","2.17%"
"2024- 12- 13","175,500","174,400","176,400","173,500","3.58M","-0.34%"
"2024- 12- 12","176,100","176,500","177,400","173,500","4.34M","2.50%"
"2024- 12- 11","171,800","167,400","171,800","167,000","2.26M","0.82%"
"2024- 12- 10","170,400","168,000","170,400","167,600","2.99M","0.89%"
"2024- 12- 09","168,900","167,100","170,600","165,000","5.10M","1.08%"
"2024- 12- 06","167,100","173,500","173,600","165,000","4.35M","-3.41%"
"2024- 12- 05","173,000","170,000","175,600","169,300","4.62M","2.98%"
"2024- 12- 04","168,000","161,300","168,000","161,100","5.65M","1.88%"
"2024- 12- 03","164,900","159,200","165,100","159,100","4.04M","3.84%"
"2024- 12- 02","158,800","162,200","162,700","158,600","3.53M","-0.69%"
"2024- 11- 29","159,900","160,000","162,400","157,600","4.59M","-0.74%"
"2024- 11- 28","161,100","164,600","166,300","160,800","5.52M","-4.28%"
"2024- 11- 27","168,300","175,600","175,700","167,900","4.63M","-4.97%"
"2024- 11- 26","177,100","175,200","177,700","174,700","1.96M","0.06%"
"2024- 11- 25","177,000","174,500","179,500","173,900","4.25M","0.17%"
"2024- 11- 22","176,700","171,700","178,200","171,200","3.79M","4.68%"
"2024- 11- 21","168,800","168,200","173,000","168,200","3.79M","-1.06%"
"2024- 11- 20","170,600","175,000","175,100","170,200","3.63M","0.00%"
"2024- 11- 19","170,600","170,400","172,900","168,100","3.99M","-0.64%"
"2024- 11- 18","171,700","173,800","177,800","170,300","3.85M","-3.65%"
"2024- 11- 15","178,200","174,000","179,000","173,600","4.18M","3.01%"
"2024- 11- 14","173,000","182,900","184,900","171,700","6.28M","-5.41%"
"2024- 11- 13","182,900","185,700","189,500","182,600","3.10M","-1.56%"
"2024- 11- 12","185,800","192,500","192,500","184,900","3.76M","-3.53%"
"2024- 11- 11","192,600","199,300","199,300","192,400","2.60M","-3.94%"
"2024- 11- 08","200,500","200,500","203,000","198,800","2.99M","1.57%"
"2024- 11- 07","197,400","197,400","198,300","193,100","2.94M","0.82%"
"2024- 11- 06","195,800","197,700","199,200","192,700","3.40M","1.35%"
"2024- 11- 05","193,200","193,600","198,800","192,100","3.54M","-0.41%"
"2024- 11- 04","194,000","185,200","194,000","183,700","3.53M","6.48%"
"2024- 11- 01","182,200","182,500","184,900","180,500","3.43M","-2.20%"
"2024- 10- 31","186,300","189,900","192,900","186,100","4.49M","-4.46%"
"2024- 10- 30","195,000","190,200","195,400","189,400","3.44M","2.47%"
"2024- 10- 29","190,300","196,000","197,000","189,100","3.94M","-2.91%"
"2024- 10- 28","196,000","203,500","205,000","194,200","4.05M","-2.49%"
"2024- 10- 25","201,000","203,000","206,000","199,400","5.44M","1.41%"
"2024- 10- 24","198,200","193,500","202,000","190,000","6.16M","1.12%"
"2024- 10- 23","196,000","188,500","196,700","188,000","4.32M","4.37%"
"2024- 10- 22","187,800","195,300","195,300","187,500","3.43M","-1.62%"
"2024- 10- 21","190,900","189,400","192,300","188,000","2.41M","1.92%"
"2024- 10- 18","187,300","198,200","198,200","186,200","5.40M","-4.44%"
"2024- 10- 17","196,000","191,200","196,000","188,700","3.90M","3.87%"
"2024- 10- 16","188,700","184,700","192,500","183,600","4.75M","-2.18%"
"2024- 10- 15","192,900","191,900","193,200","189,700","3.93M","2.88%"
"2024- 10- 14","187,500","186,900","192,300","186,900","3.20M","0.81%"
"2024- 10- 11","186,000","190,000","191,200","185,100","3.23M","-0.37%"
"2024- 10- 10","186,700","184,500","188,100","183,400","5.67M","4.89%"
"2024- 10- 08","178,000","182,200","185,000","178,000","3.77M","-3.73%"
"2024- 10- 07","184,900","178,400","184,900","176,000","3.88M","6.20%"
"2024- 10- 04","174,100","171,700","175,600","170,700","3.60M","2.96%"
"2024- 10- 02","169,100","172,700","175,500","169,100","4.67M","-3.15%"
"2024- 09- 30","174,600","183,700","183,800","174,600","4.52M","-5.01%"
"2024- 09- 27","183,800","187,500","189,300","183,800","6.72M","1.60%"
"2024- 09- 26","180,900","178,400","180,900","176,200","9.45M","9.44%"
"2024- 09- 25","165,300","166,700","169,300","165,000","4.60M","1.10%"
"2024- 09- 24","163,500","163,700","163,700","159,200","3.38M","0.93%"
"2024- 09- 23","162,000","155,800","162,900","155,700","4.46M","3.12%"
"2024- 09- 20","157,100","160,500","160,800","155,900","6.93M","2.81%"
"2024- 09- 19","152,800","154,700","155,700","144,700","14.76M","-6.14%"
"2024- 09- 13","162,800","166,500","166,700","161,100","5.18M","-3.55%"
"2024- 09- 12","168,800","165,200","171,300","163,800","8.59M","7.38%"
"2024- 09- 11","157,200","156,800","158,700","154,300","3.18M","1.09%"
"2024- 09- 10","155,500","157,400","161,700","154,300","4.68M","-0.96%"
"2024- 09- 09","157,000","151,800","157,700","150,500","4.44M","0.38%"
"2024- 09- 06","156,400","157,100","158,200","154,900","3.39M","-1.88%"
"2024- 09- 05","159,400","157,000","163,000","156,600","5.29M","2.97%"
"2024- 09- 04","154,800","152,900","159,000","152,900","9.80M","-8.02%"
"2024- 09- 03","168,300","172,900","173,800","168,300","3.24M","-3.28%"
"2024- 09- 02","174,000","173,600","174,900","168,400","3.48M","0.17%"
"2024- 08- 30","173,700","171,000","175,500","169,400","4.20M","2.36%"
"2024- 08- 29","169,700","167,600","171,700","167,200","8.16M","-5.35%"
"2024- 08- 28","179,300","175,000","180,800","174,000","5.52M","2.46%"
"2024- 08- 27","175,000","176,800","180,200","173,400","5.75M","-2.56%"
"2024- 08- 26","179,600","187,800","188,500","179,600","4.86M","-3.18%"
"2024- 08- 23","185,500","186,000","189,300","185,400","4.27M","-2.93%"
"2024- 08- 22","191,100","192,000","194,400","189,000","3.15M","-0.78%"
"2024- 08- 21","192,600","193,000","195,400","191,100","4.36M","-3.56%"
"2024- 08- 20","199,700","198,700","202,500","198,100","4.20M","2.99%"
"2024- 08- 19","193,900","199,900","199,900","192,400","3.94M","-2.90%"
"2024- 08- 16","199,700","196,000","200,000","194,700","6.65M","6.96%"
"2024- 08- 14","186,700","188,000","188,100","184,700","4.32M","2.64%"
"2024- 08- 13","181,900","179,900","182,400","178,800","4.20M","2.77%"
"2024- 08- 12","177,000","174,500","179,800","172,600","4.39M","3.21%"
"2024- 08- 09","171,500","172,800","172,800","168,800","5.05M","4.96%"
"2024- 08- 08","163,400","162,600","168,200","161,200","5.26M","-3.48%"
"2024- 08- 07","169,300","160,900","171,000","157,400","9.62M","3.42%"
"2024- 08- 06","163,700","165,100","166,400","161,500","10.43M","4.87%"
"2024- 08- 05","156,100","168,000","171,200","151,600","11.74M","-9.87%"
"2024- 08- 02","173,200","183,600","184,000","172,400","12.64M","-10.40%"
"2024- 08- 01","193,300","201,500","201,500","193,300","6.24M","-0.67%"
"2024- 07- 31","194,600","188,000","195,000","185,200","6.20M","3.02%"
"2024- 07- 30","188,900","191,300","192,200","186,500","5.13M","-3.43%"
"2024- 07- 29","195,600","195,000","195,700","192,200","3.86M","1.98%"
"2024- 07- 26","191,800","190,800","194,500","186,100","8.65M","0.95%"
"2024- 07- 25","190,000","196,200","198,800","189,000","12.38M","-8.87%"
"2024- 07- 24","208,500","202,000","212,500","200,000","4.80M","1.71%"
"2024- 07- 23","205,000","208,500","209,500","200,500","5.88M","0.00%"
"2024- 07- 22","205,000","209,000","209,500","200,500","6.39M","-2.15%"
"2024- 07- 19","209,500","208,500","214,000","207,000","4.35M","-1.41%"
"2024- 07- 18","212,500","212,500","215,000","209,000","8.74M","-3.63%"
"2024- 07- 17","220,500","229,500","230,000","220,500","6.00M","-5.36%"
"2024- 07- 16","233,000","226,500","235,000","224,000","3.92M","1.30%"
"2024- 07- 15","230,000","235,000","235,500","226,500","3.28M","-1.29%"
"2024- 07- 12","233,000","232,000","236,000","230,000","4.82M","-3.32%"
"2024- 07- 11","241,000","242,500","248,500","241,000","5.32M","0.84%"
"2024- 07- 10","239,000","237,500","239,000","234,000","2.52M","0.21%"
"2024- 07- 09","238,500","235,500","241,000","233,000","4.57M","2.14%"
"2024- 07- 08","233,500","234,000","237,000","232,500","2.02M","-1.06%"
"2024- 07- 05","236,000","228,500","237,500","227,500","3.99M","2.61%"
"2024- 07- 04","230,000","240,500","240,500","225,000","7.30M","-2.54%"
"2024- 07- 03","236,000","231,000","236,000","225,000","3.26M","1.72%"
"2024- 07- 02","232,000","235,500","237,000","230,500","2.31M","-1.49%"
"2024- 07- 01","235,500","233,500","236,500","232,000","1.70M","-0.42%"
"2024- 06- 28","236,500","235,500","237,500","232,500","2.32M","0.00%"
"2024- 06- 27","236,500","229,500","239,000","227,500","3.68M","-0.21%"
"2024- 06- 26","237,000","228,000","238,500","227,500","5.12M","5.33%"
"2024- 06- 25","225,000","215,500","225,000","215,000","5.64M","0.90%"
"2024- 06- 24","223,000","228,000","230,000","220,000","5.02M","-4.70%"
"2024- 06- 21","234,000","230,500","234,500","230,000","3.67M","-1.47%"
"2024- 06- 20","237,500","233,500","238,500","231,000","2.72M","1.71%"
"2024- 06- 19","233,500","235,000","243,000","231,500","3.71M","-0.43%"
"2024- 06- 18","234,500","227,000","234,500","227,000","3.03M","5.16%"
"2024- 06- 17","223,000","219,000","229,500","219,000","2.19M","0.90%"
"2024- 06- 14","221,000","225,000","225,000","216,000","3.29M","-0.45%"
"2024- 06- 13","222,000","226,000","226,500","219,000","5.74M","3.26%"
"2024- 06- 12","215,000","212,000","216,000","211,000","2.13M","1.18%"
"2024- 06- 11","212,500","210,000","215,000","206,000","3.00M","2.16%"
"2024- 06- 10","208,000","206,000","209,500","205,000","2.44M","0.24%"
"2024- 06- 07","207,500","199,500","207,500","197,300","4.69M","7.12%"
"2024- 06- 05","193,700","189,400","195,200","188,800","2.70M","0.21%"
"2024- 06- 04","193,300","196,400","196,500","192,900","1.85M","-0.46%"
"2024- 06- 03","194,200","189,500","194,600","188,200","2.96M","2.64%"
"2024- 05- 31","189,200","194,400","195,200","188,200","5.85M","-3.32%"
"2024- 05- 30","195,700","202,500","202,500","195,700","2.37M","-3.36%"
"2024- 05- 29","202,500","210,000","210,000","200,500","2.80M","0.00%"
"2024- 05- 28","202,500","202,500","205,500","200,500","1.95M","0.50%"
"2024- 05- 27","201,500","203,500","209,000","199,100","4.76M","1.46%"
"2024- 05- 24","198,600","199,800","202,500","197,500","3.73M","-0.70%"
"2024- 05- 23","200,000","203,500","204,000","198,200","4.66M","1.16%"
"2024- 05- 22","197,700","191,900","197,700","190,900","3.93M","2.97%"
"2024- 05- 21","192,000","193,400","193,500","191,200","2.40M","1.00%"
"2024- 05- 20","190,100","192,300","193,200","188,600","2.83M","0.11%"
"2024- 05- 17","189,900","192,000","193,500","189,900","2.76M","-1.61%"
"2024- 05- 16","193,000","191,100","194,000","191,100","5.06M","4.16%"
"2024- 05- 14","185,300","184,200","185,800","181,800","2.54M","0.82%"
"2024- 05- 13","183,800","180,000","184,000","179,000","3.17M","2.17%"
"2024- 05- 10","179,900","176,500","180,100","176,400","2.66M","2.57%"
"2024- 05- 09","175,400","179,000","179,400","175,400","2.82M","-1.46%"
"2024- 05- 08","178,000","177,600","179,400","176,000","2.27M","-0.89%"
"2024- 05- 07","179,600","179,400","180,900","179,300","4.33M","3.70%"
"2024- 05- 03","173,200","177,000","177,500","173,200","2.30M","-0.23%"
"2024- 05- 02","173,600","169,000","174,700","169,000","3.13M","-0.34%"
"2024- 04- 30","174,200","175,900","179,000","173,800","3.19M","-0.97%"
"2024- 04- 29","175,900","179,100","180,400","175,600","2.83M","-1.07%"
"2024- 04- 26","177,800","176,200","178,300","174,900","5.39M","4.22%"
"2024- 04- 25","170,600","173,800","176,700","170,600","5.28M","-5.12%"
"2024- 04- 24","179,800","178,900","180,200","176,300","4.19M","5.15%"
"2024- 04- 23","171,000","172,600","173,700","169,700","3.90M","-0.35%"
"2024- 04- 22","171,600","170,700","172,400","167,000","5.78M","-0.98%"
"2024- 04- 19","173,300","177,200","178,500","169,500","7.40M","-4.94%"
"2024- 04- 18","182,300","176,000","183,300","175,400","4.10M","2.01%"
"2024- 04- 17","178,700","179,600","182,500","177,700","3.98M","-0.22%"
"2024- 04- 16","179,100","184,400","185,500","178,300","4.91M","-4.84%"
"2024- 04- 15","188,200","185,400","188,400","183,000","2.64M","0.43%"
"2024- 04- 12","187,400","188,700","191,400","187,000","3.04M","-0.53%"
"2024- 04- 11","188,400","182,900","188,400","182,400","4.02M","3.01%"
"2024- 04- 09","182,900","182,300","185,300","181,700","2.29M","0.94%"
"2024- 04- 08","181,200","183,900","183,900","180,000","3.21M","-0.88%"
"2024- 04- 05","182,800","184,800","187,600","181,800","4.01M","-2.77%"
"2024- 04- 04","188,000","184,400","188,500","184,000","4.61M","4.91%"
"2024- 04- 03","179,200","182,000","183,700","178,200","5.08M","-3.81%"
"2024- 04- 02","186,300","188,000","190,000","184,400","4.19M","0.43%"
"2024- 04- 01","185,500","186,400","190,500","185,000","2.68M","1.37%"
"2024- 03- 29","183,000","179,200","183,900","177,600","3.02M","2.69%"
"2024- 03- 28","178,200","178,000","182,100","178,000","3.39M","-1.66%"
"2024- 03- 27","181,200","176,700","183,000","175,600","5.59M","2.60%"
"2024- 03- 26","176,600","172,000","179,500","171,900","6.49M","4.25%"
"2024- 03- 25","169,400","170,500","174,800","168,500","3.41M","-0.24%"
"2024- 03- 22","169,800","169,000","173,900","167,400","5.35M","-0.12%"
"2024- 03- 21","170,000","165,200","171,400","162,600","9.06M","8.63%"
"2024- 03- 20","156,500","160,200","161,400","154,100","5.64M","-2.31%"
"2024- 03- 19","160,200","161,700","161,800","157,600","4.01M","-2.50%"
"2024- 03- 18","164,300","161,200","164,500","161,000","2.68M","1.92%"
"2024- 03- 17","161,200","161,200","161,200","161,200","","0.00%"
"2024- 03- 15","161,200","159,600","162,900","158,600","4.06M","-0.43%"
"2024- 03- 14","161,900","163,600","164,200","161,100","3.60M","-1.04%"
"2024- 03- 13","163,600","168,600","169,700","162,000","4.93M","-1.27%"
"2024- 03- 12","165,700","166,100","167,200","164,000","3.05M","-0.54%"
